a_mean,a_median,a_pct10,a_pct25,a_pct75,a_pct90,annual,area,area_title,area_type,emp_prse,group,h_mean,h_median,h_pct10,h_pct25,h_pct75,h_pct90,hourly,jobs_1000,loc_quotient,mean_prse,naics,naics_title,occ_code,occ_title,own_code,pct_tot,pct_total,tot_emp,year
26110,21780,17120,18520,28730,42430, ,8,Colorado,2,2.8,major,12.55,10.47,8.23,8.9,13.81,20.4, ,29.934,1.0,1.1,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,68700,2013
41230,28000,17610,19890,46440,81130, ,8,Colorado,2,1.0,major,19.82,13.46,8.47,9.56,22.33,39.01, ,113.52,1.07,1.1,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,260530,2013
36170,33800,20330,25960,44190,55860, ,8,Colorado,2,1.0,major,17.39,16.25,9.78,12.48,21.25,26.86, ,158.64,0.98,0.3,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,364090,2013
27890,24820,17250,18850,32910,43360, ,8,Colorado,2,7.6,major,13.41,11.93,8.29,9.06,15.82,20.85, ,1.753,0.53,1.9,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,4020,2013
43900,40060,25050,31530,53710,68310, ,8,Colorado,2,1.6,major,21.1,19.26,12.04,15.16,25.82,32.84, ,48.26,1.26,0.8,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,110760,2013
46160,43780,23700,31740,58470,72750, ,8,Colorado,2,1.7,major,22.19,21.05,11.4,15.26,28.11,34.98, ,37.557,0.97,0.7,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,86190,2013
36340,32840,19230,24010,44010,59440, ,8,Colorado,2,2.5,major,17.47,15.79,9.24,11.54,21.16,28.58, ,41.912,0.63,0.9,0,Cross-industry,51-0000,Production Occupations,1235.0,,,96190,2013
36080,31430,18300,22290,43300,58170, ,8,Colorado,2,2.5,major,17.35,15.11,8.8,10.71,20.82,27.97, ,54.651,0.8,2.4,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,125420,2013
125060,110070,55260,78910,151280,#, ,9,Connecticut,2,1.2,major,60.13,52.92,26.57,37.94,72.73,#, ,67.971,1.38,0.8,0,Cross-industry,11-0000,Management Occupations,1235.0,,,111170,2013
80270,71660,41290,54090,92270,120850, ,9,Connecticut,2,2.1,major,38.59,34.45,19.85,26.0,44.36,58.1, ,53.889,1.07,1.1,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,88140,2013
85030,81750,45650,62010,104500,129050, ,9,Connecticut,2,2.7,major,40.88,39.3,21.95,29.81,50.24,62.04, ,27.461,0.99,1.0,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,44920,2013
79140,77390,47160,60070,94830,116120, ,9,Connecticut,2,3.7,major,38.05,37.21,22.67,28.88,45.59,55.83, ,20.296,1.13,1.3,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,33200,2013
82260,75400,41670,53920,97940,135670, ,9,Connecticut,2,5.4,major,39.55,36.25,20.04,25.92,47.09,65.22, ,7.657999999999999,0.89,3.1,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,12520,2013
50900,47820,26790,33630,66380,80780, ,9,Connecticut,2,2.2,major,24.47,22.99,12.88,16.17,31.91,38.83, ,19.949,1.39,2.6,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,32630,2013
105020,86030,40460,54240,134610,#, ,9,Connecticut,2,3.1,major,50.49,41.36,19.45,26.08,64.72,#, ,8.22,1.05,3.0,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,13440,2013
58360,53810,22660,31070,77680,93570, ,9,Connecticut,2,1.6,major,28.06,25.87,10.89,14.94,37.34,44.98, ,75.9,1.2,3.6,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,124140,2013
57160,48410,19790,30640,72500,104010, ,9,Connecticut,2,4.8,major,27.48,23.28,9.51,14.73,34.86,50.01, ,14.864,1.12,3.4,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,24310,2013
83420,72300,39610,55140,92640,135180, ,9,Connecticut,2,2.4,major,40.11,34.76,19.04,26.51,44.54,64.99, ,61.926,1.06,1.3,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,101290,2013
33550,32030,23650,26990,37890,46180, ,9,Connecticut,2,2.0,major,16.13,15.4,11.37,12.98,18.22,22.2, ,30.37,1.03,0.8,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,49670,2013
47940,47150,20680,26530,65330,77440, ,9,Connecticut,2,4.3,major,23.05,22.67,9.94,12.76,31.41,37.23, ,22.352,0.91,2.5,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,36560,2013
24140,20190,17930,18600,26430,35990, ,9,Connecticut,2,1.0,major,11.61,9.71,8.62,8.94,12.71,17.3, ,81.892,0.91,0.9,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,133940,2013
30660,27280,18590,21120,36650,47970, ,9,Connecticut,2,2.7,major,14.74,13.11,8.94,10.15,17.62,23.06, ,34.939,1.08,1.2,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,57150,2013
28560,23900,18250,19400,31760,46120, ,9,Connecticut,2,2.5,major,13.73,11.49,8.77,9.33,15.27,22.17, ,37.472,1.25,1.3,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,61290,2013
45230,28090,18470,19950,51660,90040, ,9,Connecticut,2,1.3,major,21.74,13.5,8.88,9.59,24.84,43.29, ,102.68,0.97,1.6,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,167930,2013
40650,38180,21240,28590,50210,61570, ,9,Connecticut,2,1.1,major,19.54,18.36,10.21,13.74,24.14,29.6, ,159.36,0.99,0.7,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,260650,2013
29170,24820,18110,19230,33040,49820, ,9,Connecticut,2,16.1,major,14.03,11.93,8.71,9.25,15.89,23.95, ,0.498,0.15,4.9,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,820,2013
53000,51170,29780,38060,65010,79590, ,9,Connecticut,2,2.1,major,25.48,24.6,14.32,18.3,31.26,38.26, ,27.399,0.71,0.9,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,44810,2013
50150,47960,26930,35280,62620,76660, ,9,Connecticut,2,2.6,major,24.11,23.06,12.95,16.96,30.1,36.85, ,31.798,0.82,1.2,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,52010,2013
40690,36890,21370,27060,50170,66220, ,9,Connecticut,2,2.0,major,19.56,17.74,10.27,13.01,24.12,31.84, ,58.61,0.89,1.7,0,Cross-industry,51-0000,Production Occupations,1235.0,,,95860,2013
34990,31190,19160,23020,42480,56940, ,9,Connecticut,2,2.0,major,16.82,15.0,9.21,11.07,20.42,27.38, ,54.494,0.8,1.0,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,89130,2013
134870,119060,66810,89240,166360,#, ,10,Delaware,2,3.8,major,64.84,57.24,32.12,42.9,79.98,#, ,43.37,0.88,2.0,0,Cross-industry,11-0000,Management Occupations,1235.0,,,17870,2013
72850,66490,40140,50240,88790,115090, ,10,Delaware,2,3.1,major,35.02,31.97,19.3,24.15,42.69,55.33, ,58.85,1.17,1.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,24250,2013
83610,80360,46610,60500,104730,127090, ,10,Delaware,2,5.5,major,40.2,38.63,22.41,29.09,50.35,61.1, ,31.182,1.12,1.7,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,12850,2013
82940,76190,42230,57830,104810,136310, ,10,Delaware,2,6.6,major,39.88,36.63,20.3,27.8,50.39,65.53, ,12.889,0.72,3.4,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,5310,2013
79750,73640,42920,58260,101320,129630, ,10,Delaware,2,3.4,major,38.34,35.4,20.64,28.01,48.71,62.32, ,17.406,2.03,3.8,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,7170,2013
43910,41470,26400,33760,51770,67350, ,10,Delaware,2,5.0,major,21.11,19.94,12.69,16.23,24.89,32.38, ,14.978,1.04,2.2,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,6170,2013
113370,93380,42200,54940,158620,#, ,10,Delaware,2,8.1,major,54.5,44.89,20.29,26.41,76.26,#, ,11.918,1.52,4.6,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,4910,2013
51510,49250,22220,31730,67360,82000, ,10,Delaware,2,3.9,major,24.76,23.68,10.68,15.26,32.39,39.42, ,64.53399999999999,1.02,3.2,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,26600,2013
49000,43110,20380,28770,61870,84420, ,10,Delaware,2,5.4,major,23.56,20.72,9.8,13.83,29.75,40.59, ,8.58,0.65,3.1,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,3540,2013
81820,68040,34680,50670,89440,145570, ,10,Delaware,2,4.4,major,39.34,32.71,16.67,24.36,43.0,69.98, ,65.038,1.11,2.3,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,26800,2013
29660,27960,20810,23910,33780,40320, ,10,Delaware,2,3.8,major,14.26,13.44,10.0,11.5,16.24,19.39, ,29.555,1.0,1.2,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,12180,2013
39130,32900,19440,23740,47140,70380, ,10,Delaware,2,4.9,major,18.81,15.82,9.34,11.41,22.67,33.84, ,24.2,0.98,4.3,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,9970,2013
22100,19390,16150,17360,24610,32850, ,10,Delaware,2,1.9,major,10.62,9.32,7.77,8.35,11.83,15.79, ,94.4,1.05,1.1,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,38910,2013
27120,24410,16830,19120,32750,40540, ,10,Delaware,2,3.4,major,13.04,11.74,8.09,9.19,15.75,19.49, ,33.388000000000005,1.03,2.0,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,13760,2013
27220,22900,16570,18430,31480,45080, ,10,Delaware,2,6.6,major,13.09,11.01,7.97,8.86,15.14,21.68, ,24.821,0.83,2.2,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,10230,2013
38430,26580,16880,18960,45420,74730, ,10,Delaware,2,2.6,major,18.48,12.78,8.12,9.12,21.83,35.93, ,111.76,1.05,2.1,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,46060,2013
35880,33650,20100,25740,43910,55240, ,10,Delaware,2,1.9,major,17.25,16.18,9.66,12.37,21.11,26.56, ,167.87,1.04,1.2,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,69190,2013
33670,33030,18750,23320,41310,50150, ,10,Delaware,2,15.8,major,16.19,15.88,9.02,11.21,19.86,24.11, ,2.355,0.72,2.2,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,970,2013
45470,42560,25600,32010,56810,70780, ,10,Delaware,2,3.9,major,21.86,20.46,12.31,15.39,27.31,34.03, ,37.645,0.98,1.7,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,15520,2013
47010,44990,25890,33440,59410,71910, ,10,Delaware,2,2.8,major,22.6,21.63,12.45,16.08,28.56,34.57, ,37.419,0.97,1.3,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,15420,2013
34900,29760,19960,22890,44280,58200, ,10,Delaware,2,7.2,major,16.78,14.31,9.59,11.0,21.29,27.98, ,47.117,0.71,3.0,0,Cross-industry,51-0000,Production Occupations,1235.0,,,19420,2013
32420,28680,17540,20780,39870,53250, ,10,Delaware,2,4.6,major,15.59,13.79,8.43,9.99,19.17,25.6, ,60.723,0.89,1.8,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,25030,2013
131860,127070,69940,102140,152650,#, ,11,District of Columbia,2,0.9,major,63.4,61.09,33.62,49.11,73.39,#, ,113.88,2.31,1.5,0,Cross-industry,11-0000,Management Occupations,1235.0,,,75830,2013
88400,82380,47650,62470,105820,136770, ,11,District of Columbia,2,1.1,major,42.5,39.61,22.91,30.03,50.88,65.76, ,160.2,3.19,3.2,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,106670,2013
94780,93900,54040,70410,115970,136780, ,11,District of Columbia,2,2.2,major,45.57,45.15,25.98,33.85,55.75,65.76, ,52.57100000000001,1.89,3.4,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,35000,2013
99460,96630,54030,71150,126240,152650, ,11,District of Columbia,2,3.9,major,47.82,46.45,25.98,34.21,60.69,73.39, ,20.234,1.13,5.1,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,13470,2013
98140,94960,42900,64550,126250,155480, ,11,District of Columbia,2,3.1,major,47.18,45.65,20.62,31.03,60.7,74.75, ,31.009,3.62,4.9,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,20650,2013
53320,47800,26160,34410,68460,88060, ,11,District of Columbia,2,4.5,major,25.64,22.98,12.58,16.55,32.91,42.34, ,19.098,1.33,3.3,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,12720,2013
143820,137520,62470,92820,173170,#, ,11,District of Columbia,2,2.4,major,69.14,66.11,30.03,44.62,83.25,#, ,60.62,7.72,3.3,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,40360,2013
68370,58290,25940,38940,84410,117770, ,11,District of Columbia,2,1.7,major,32.87,28.02,12.47,18.72,40.58,56.62, ,51.399,0.81,3.6,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,34220,2013
84760,75570,34400,51350,102970,140690, ,11,District of Columbia,2,3.5,major,40.75,36.33,16.54,24.69,49.5,67.64, ,42.255,3.19,2.2,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,28140,2013
85770,72170,40680,54380,94350,146110, ,11,District of Columbia,2,4.7,major,41.24,34.7,19.56,26.15,45.36,70.25, ,47.091,0.81,3.5,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,31360,2013
32040,29330,20630,23320,38400,46880, ,11,District of Columbia,2,7.5,major,15.41,14.1,9.92,11.21,18.46,22.54, ,18.048,0.61,2.5,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,12020,2013
56470,48930,26480,30910,70010,100990, ,11,District of Columbia,2,2.1,major,27.15,23.53,12.73,14.86,33.66,48.55, ,42.569,1.73,11.1,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,28340,2013
27610,22190,17990,18750,32360,43990, ,11,District of Columbia,2,2.2,major,13.27,10.67,8.65,9.02,15.56,21.15, ,74.639,0.83,1.9,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,49700,2013
31820,30290,21500,25750,36400,43680, ,11,District of Columbia,2,2.0,major,15.3,14.56,10.34,12.38,17.5,21, ,28.983,0.9,1.3,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,19300,2013
33720,28380,19000,21830,37630,52930, ,11,District of Columbia,2,6.1,major,16.21,13.65,9.13,10.49,18.09,25.45, ,16.507,0.55,3.4,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,10990,2013
41950,28430,18590,20270,46270,82840, ,11,District of Columbia,2,4.2,major,20.17,13.67,8.94,9.75,22.25,39.83, ,39.458,0.37,3.3,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,26270,2013
48210,44980,26190,33940,57790,74270, ,11,District of Columbia,2,1.6,major,23.18,21.63,12.59,16.32,27.78,35.71, ,121.63,0.75,1.0,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,80990,2013
52800,54200,44150,47790,58480,58490, ,11,District of Columbia,2,1.7,major,25.38,26.06,21.23,22.98,28.11,28.12, ,0.128,0.04,4.1,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,90,2013
51600,49290,28490,36730,63450,80240, ,11,District of Columbia,2,3.7,major,24.81,23.7,13.7,17.66,30.5,38.58, ,18.377,0.48,1.9,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,12240,2013
55030,55120,31140,41290,67550,79370, ,11,District of Columbia,2,4.6,major,26.46,26.5,14.97,19.85,32.48,38.16, ,14.488,0.37,1.7,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,9650,2013
51620,48040,20440,30850,71890,87400, ,11,District of Columbia,2,5.2,major,24.82,23.1,9.83,14.83,34.56,42.02, ,8.019,0.12,8.0,0,Cross-industry,51-0000,Production Occupations,1235.0,,,5340,2013
40530,36710,18630,22200,47590,64470, ,11,District of Columbia,2,3.9,major,19.49,17.65,8.96,10.67,22.88,31, ,18.795,0.28,7.8,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,12510,2013
109450,95480,47440,67080,134900,#, ,12,Florida,2,0.8,major,52.62,45.9,22.81,32.25,64.86,#, ,32.495,0.66,0.4,0,Cross-industry,11-0000,Management Occupations,1235.0,,,242200,2013
64020,57540,33100,42890,76620,99150, ,12,Florida,2,0.8,major,30.78,27.66,15.91,20.62,36.84,47.67, ,52.613,1.05,0.4,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,392130,2013
70950,67120,35540,47280,89880,113200, ,12,Florida,2,1.5,major,34.11,32.27,17.09,22.73,43.21,54.42, ,22.068,0.79,0.8,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,164480,2013
69910,65230,34380,46070,89130,112550, ,12,Florida,2,2.1,major,33.61,31.36,16.53,22.15,42.85,54.11, ,12.852,0.72,0.7,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,95790,2013
59540,51620,29800,37350,72970,97140, ,12,Florida,2,4.4,major,28.63,24.82,14.33,17.96,35.08,46.7, ,5.121,0.6,1.2,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,38170,2013
41340,37530,24220,29640,49030,64990, ,12,Florida,2,1.5,major,19.87,18.05,11.64,14.25,23.57,31.25, ,11.262,0.79,0.9,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,83940,2013
87650,60670,32570,42840,110200,186840, ,12,Florida,2,1.7,major,42.14,29.17,15.66,20.6,52.98,89.83, ,10.567,1.34,2.2,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,78760,2013
47230,42740,20570,29680,56580,75690, ,12,Florida,2,1.4,major,22.71,20.55,9.89,14.27,27.2,36.39, ,53.507,0.84,2.3,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,398800,2013
46070,38360,20150,26950,55610,76620, ,12,Florida,2,2.1,major,22.15,18.44,9.69,12.96,26.74,36.84, ,11.535,0.87,1.3,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,85970,2013
70850,57130,29520,41330,76240,124680, ,12,Florida,2,1.3,major,34.06,27.47,14.19,19.87,36.65,59.94, ,62.45,1.07,0.8,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,465460,2013
27330,24980,18400,21030,30370,38010, ,12,Florida,2,1.2,major,13.14,12.01,8.85,10.11,14.6,18.27, ,28.823,0.97,0.5,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,214820,2013
40030,33400,18400,22580,51550,73070, ,12,Florida,2,1.7,major,19.25,16.06,8.85,10.86,24.78,35.13, ,29.79,1.21,2.4,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,222030,2013
21960,19010,16760,17600,23300,30560, ,12,Florida,2,0.5,major,10.56,9.14,8.06,8.46,11.2,14.69, ,107.44,1.2,0.5,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,800750,2013
23360,20880,17000,18210,25830,33290, ,12,Florida,2,0.9,major,11.23,10.04,8.18,8.75,12.42,16.01, ,38.537,1.19,0.5,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,287220,2013
24080,20150,16920,17990,26220,36350, ,12,Florida,2,1.6,major,11.58,9.69,8.13,8.65,12.61,17.47, ,28.086,0.93,0.7,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,209330,2013
35760,24320,17230,18760,40470,67220, ,12,Florida,2,0.7,major,17.19,11.69,8.28,9.02,19.46,32.32, ,132.81,1.25,0.6,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,989860,2013
31790,29180,18890,22850,37650,48380, ,12,Florida,2,0.5,major,15.29,14.03,9.08,10.98,18.1,23.26, ,180.52,1.12,0.2,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,1345450,2013
22040,19000,16740,17590,22860,32380, ,12,Florida,2,4.6,major,10.6,9.13,8.05,8.46,10.99,15.57, ,3.847,1.17,1.3,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,28670,2013
36620,33380,20990,25980,43540,57470, ,12,Florida,2,1.1,major,17.61,16.05,10.09,12.49,20.93,27.63, ,35.76,0.93,0.5,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,266530,2013
39630,36620,21070,27440,48870,62680, ,12,Florida,2,1.0,major,19.05,17.61,10.13,13.19,23.5,30.13, ,41.508,1.07,0.4,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,309370,2013
32070,28600,18210,21670,37890,51450, ,12,Florida,2,1.5,major,15.42,13.75,8.76,10.42,18.22,24.74, ,38.722,0.59,0.5,0,Cross-industry,51-0000,Production Occupations,1235.0,,,288600,2013
31430,25610,17410,19170,36160,51420, ,12,Florida,2,1.2,major,15.11,12.31,8.37,9.21,17.38,24.72, ,59.692,0.88,2.1,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,444900,2013
107610,93700,43930,63850,135110,#, ,13,Georgia,2,1.0,major,51.74,45.05,21.12,30.7,64.96,#, ,54.665,1.11,0.6,0,Cross-industry,11-0000,Management Occupations,1235.0,,,212080,2013
70200,62200,34700,45620,84850,112920, ,13,Georgia,2,1.1,major,33.75,29.9,16.68,21.93,40.79,54.29, ,54.989,1.1,0.8,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,213340,2013
78100,74960,39040,53500,97650,119410, ,13,Georgia,2,1.7,major,37.55,36.04,18.77,25.72,46.95,57.41, ,29.441,1.06,1.0,0,Cross-industry,15-0000,Computer and Mathematical Occupations,1235.0,,,114220,2013
74830,71050,39020,52680,92670,116260, ,13,Georgia,2,2.1,major,35.98,34.16,18.76,25.32,44.55,55.89, ,14.312,0.8,1.2,0,Cross-industry,17-0000,Architecture and Engineering Occupations,1235.0,,,55530,2013
60810,55700,29400,38910,76620,98060, ,13,Georgia,2,2.8,major,29.24,26.78,14.14,18.7,36.84,47.15, ,4.76,0.56,1.3,0,Cross-industry,19-0000,"Life, Physical, and Social Science Occupations",1235.0,,,18470,2013
42570,36900,22570,29240,51800,71670, ,13,Georgia,2,2.0,major,20.47,17.74,10.85,14.06,24.9,34.46, ,10.724,0.75,3.9,0,Cross-industry,21-0000,Community and Social Service Occupations,1235.0,,,41600,2013
100590,73270,35150,47540,131920,#, ,13,Georgia,2,3.9,major,48.36,35.23,16.9,22.86,63.42,#, ,7.277,0.93,3.6,0,Cross-industry,23-0000,Legal Occupations,1235.0,,,28230,2013
45720,44830,17770,23520,59170,72890, ,13,Georgia,2,1.1,major,21.98,21.56,8.54,11.31,28.45,35.04, ,66.39699999999999,1.05,2.0,0,Cross-industry,25-0000,"Education, Training, and Library Occupations",1235.0,,,257600,2013
49030,42280,20560,27990,62640,84850, ,13,Georgia,2,6.1,major,23.57,20.33,9.88,13.46,30.12,40.79, ,11.054,0.83,1.8,0,Cross-industry,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",1235.0,,,42890,2013
71280,56310,27710,38160,76120,131100, ,13,Georgia,2,1.5,major,34.27,27.07,13.32,18.35,36.6,63.03, ,55.963,0.96,1.4,0,Cross-industry,29-0000,Healthcare Practitioners and Technical Occupations,1235.0,,,217120,2013
26340,24030,17140,19790,30490,38400, ,13,Georgia,2,2.0,major,12.66,11.55,8.24,9.52,14.66,18.46, ,23.545,0.8,0.9,0,Cross-industry,31-0000,Healthcare Support Occupations,1235.0,,,91350,2013
33650,30500,18530,23290,39670,52700, ,13,Georgia,2,3.2,major,16.18,14.66,8.91,11.2,19.07,25.34, ,26.255,1.07,1.9,0,Cross-industry,33-0000,Protective Service Occupations,1235.0,,,101860,2013
19720,18320,15940,16830,20820,27110, ,13,Georgia,2,0.8,major,9.48,8.81,7.66,8.09,10.01,13.03, ,90.624,1.01,0.6,0,Cross-industry,35-0000,Food Preparation and Serving Related Occupations,1235.0,,,351590,2013
23850,21130,16360,17860,27700,35900, ,13,Georgia,2,1.7,major,11.47,10.16,7.87,8.59,13.32,17.26, ,28.706,0.89,1.1,0,Cross-industry,37-0000,Building and Grounds Cleaning and Maintenance Occupations,1235.0,,,111370,2013
22810,19420,16180,17390,24730,35180, ,13,Georgia,2,2.6,major,10.97,9.34,7.78,8.36,11.89,16.91, ,21.938,0.73,1.0,0,Cross-industry,39-0000,Personal Care and Service Occupations,1235.0,,,85110,2013
35990,24010,16640,18360,41250,71480, ,13,Georgia,2,1.0,major,17.3,11.54,8.0,8.83,19.83,34.36, ,108.98,1.03,1.0,0,Cross-industry,41-0000,Sales and Related Occupations,1235.0,,,422810,2013
33340,30350,18470,23220,40360,53550, ,13,Georgia,2,0.9,major,16.03,14.59,8.88,11.16,19.4,25.74, ,162.98,1.01,0.3,0,Cross-industry,43-0000,Office and Administrative Support Occupations,1235.0,,,632300,2013
27190,23060,16380,18030,34480,45920, ,13,Georgia,2,5.9,major,13.07,11.09,7.88,8.67,16.58,22.07, ,2.5810000000000004,0.79,2.4,0,Cross-industry,45-0000,"Farming, Fishing, and Forestry Occupations",1235.0,,,10010,2013
38160,34350,20280,26000,46660,63700, ,13,Georgia,2,2.2,major,18.35,16.52,9.75,12.5,22.43,30.62, ,31.176,0.81,1.0,0,Cross-industry,47-0000,Construction and Extraction Occupations,1235.0,,,120950,2013
42140,39110,21500,29070,53490,68210, ,13,Georgia,2,1.6,major,20.26,18.8,10.34,13.98,25.71,32.79, ,42.119,1.09,0.8,0,Cross-industry,49-0000,"Installation, Maintenance, and Repair Occupations",1235.0,,,163410,2013
31520,28030,17750,21230,37540,50760, ,13,Georgia,2,1.2,major,15.15,13.47,8.53,10.21,18.05,24.4, ,71.233,1.08,0.8,0,Cross-industry,51-0000,Production Occupations,1235.0,,,276360,2013
34450,27770,17180,20030,39760,57860, ,13,Georgia,2,1.2,major,16.56,13.35,8.26,9.63,19.12,27.82, ,80.28,1.18,4.1,0,Cross-industry,53-0000,Transportation and Material Moving Occupations,1235.0,,,311460,2013
87790,75990,39390,54120,108560,147580, ,15,Hawaii,2,1.9,major,42.21,36.53,18.94,26.02,52.19,70.95, ,59.682,1.21,1.2,0,Cross-industry,11-0000,Management Occupations,1235.0,,,35940,2013
63550,59310,34820,44950,77240,95700, ,15,Hawaii,2,2.3,major,30.56,28.51,16.74,21.61,37.13,46.01, ,40.25,0.8,2.7,0,Cross-industry,13-0000,Business and Financial Operations Occupations,1235.0,,,24240,2013
